ID;concentration;logk;logP_ACD;MW_ACD;PSA_ACD
330;0.2;2.0272;5.64;273.46;3.24
330;0.3;1.1268;5.64;273.46;3.24
330;0.4;0.40069;5.64;273.46;3.24
330;0.5;-0.17434;5.64;273.46;3.24
330;0.6;-0.73169;5.64;273.46;3.24
330;0.7;-1.3653;5.64;273.46;3.24
331;0.05;1.6615;0.33;255.66;86.34
331;0.1;1.2048;0.33;255.66;86.34
331;0.2;0.57654;0.33;255.66;86.34
331;0.4;-0.10914;0.33;255.66;86.34
331;0.5;-0.29408;0.33;255.66;86.34
331;0.6;-0.44021;0.33;255.66;86.34
331;0.7;-0.5826;0.33;255.66;86.34
332;0.3;1.6729;4.09;320.43;67.43
332;0.4;1.0786;4.09;320.43;67.43
332;0.5;0.64218;4.09;320.43;67.43
332;0.6;0.29574;4.09;320.43;67.43
332;0.7;0.029417;4.09;320.43;67.43
333;0.2;1.4241;1.88;221.28;73.47
333;0.3;0.86466;1.88;221.28;73.47
333;0.4;0.47017;1.88;221.28;73.47
333;0.5;0.19438;1.88;221.28;73.47
333;0.6;-0.028964;1.88;221.28;73.47
333;0.7;-0.1928;1.88;221.28;73.47
334;0.05;0.5718;0.6;162.21;75.99
334;0.1;0.21462;0.6;162.21;75.99
334;0.2;-0.23239;0.6;162.21;75.99
335;0.3;1.9561;3.72;368.47;58.64
335;0.4;1.3057;3.72;368.47;58.64
335;0.5;0.81986;3.72;368.47;58.64
335;0.6;0.43806;3.72;368.47;58.64
335;0.7;0.13905;3.72;368.47;58.64
336;0.2;1.5164;-0.47;219.26;96.3
336;0.3;1.0277;-0.47;219.26;96.3
336;0.4;0.63283;-0.47;219.26;96.3
336;0.5;0.31988;-0.47;219.26;96.3
336;0.6;0.10524;-0.47;219.26;96.3
336;0.7;-0.17668;-0.47;219.26;96.3
337;0.5;1.1052;3.47;367.32;57.65
337;0.6;0.66851;3.47;367.32;57.65
337;0.7;0.3266;3.47;367.32;57.65
338;0.05;0.4913;1.11;188.27;41.57
338;0.1;0.058376;1.11;188.27;41.57
338;0.2;-0.58827;1.11;188.27;41.57
338;0.3;-1.5734;1.11;188.27;41.57
339;0.3;1.4571;3.14;387.82;65.82
339;0.4;0.84114;3.14;387.82;65.82
339;0.5;0.46046;3.14;387.82;65.82
339;0.6;0.14211;3.14;387.82;65.82
339;0.7;-0.095158;3.14;387.82;65.82
340;0.5;1.9597;4.33;364.93;57.97
340;0.6;1.4429;4.33;364.93;57.97
340;0.7;1.0417;4.33;364.93;57.97
340;0.8;0.67232;4.33;364.93;57.97
341;0.5;1.5745;5.5;321.37;40.58
341;0.6;1.1161;5.5;321.37;40.58
341;0.7;0.75367;5.5;321.37;40.58
342;0.4;1.5263;4.38;352.47;49.41
342;0.5;1.0004;4.38;352.47;49.41
342;0.6;0.59053;4.38;352.47;49.41
342;0.7;0.27386;4.38;352.47;49.41
343;0.05;1.0679;2.47;201.25;69.81
343;0.1;0.47162;2.47;201.25;69.81
343;0.2;-0.27287;2.47;201.25;69.81
343;0.3;-0.64029;2.47;201.25;69.81
343;0.4;-0.95424;2.47;201.25;69.81
344;0.2;0.96687;2.2;252.72;77.58
344;0.3;0.4813;2.2;252.72;77.58
344;0.4;0.12752;2.2;252.72;77.58
344;0.5;-0.12494;2.2;252.72;77.58
344;0.6;-0.34523;2.2;252.72;77.58
344;0.7;-0.49749;2.2;252.72;77.58
345;0.05;1.3114;0.16;291.71;115.02
345;0.1;0.89416;0.16;291.71;115.02
345;0.2;0.28456;0.16;291.71;115.02
345;0.3;-0.090289;0.16;291.71;115.02
345;0.4;-0.36001;0.16;291.71;115.02
345;0.5;-0.54935;0.16;291.71;115.02
345;0.6;-0.751;0.16;291.71;115.02
345;0.7;-0.85337;0.16;291.71;115.02
346;0.2;1.613;1.82;326.42;177.28
346;0.3;0.85155;1.82;326.42;177.28
346;0.4;0.36053;1.82;326.42;177.28
346;0.5;0.036912;1.82;326.42;177.28
346;0.6;-0.23609;1.82;326.42;177.28
346;0.7;-0.46557;1.82;326.42;177.28
347;0.2;1.5455;2.39;218.32;75.99
347;0.3;0.99755;2.39;218.32;75.99
347;0.4;0.58983;2.39;218.32;75.99
347;0.5;0.29397;2.39;218.32;75.99
347;0.6;0.043299;2.39;218.32;75.99
347;0.7;-0.14613;2.39;218.32;75.99
348;0.05;0.076867;-0.00711;195.22;83.55
348;0.1;-0.51707;-0.00711;195.22;83.55
348;0.2;-1.282;-0.00711;195.22;83.55
349;0.05;1.1603;1.59;202.25;37.05
349;0.1;0.63075;1.59;202.25;37.05
349;0.2;-0.10592;1.59;202.25;37.05
349;0.3;-0.6421;1.59;202.25;37.05
349;0.4;-1.1427;1.59;202.25;37.05
350;0.05;1.1617;2.44;151.25;26.02
350;0.1;0.6443;2.44;151.25;26.02
350;0.2;-0.097721;2.44;151.25;26.02
350;0.3;-0.61346;2.44;151.25;26.02
350;0.4;-1.0555;2.44;151.25;26.02
351;0.05;0.85447;1.51;277.36;61.44
351;0.1;0.069445;1.51;277.36;61.44
351;0.2;-0.72916;1.51;277.36;61.44
352;0.1;1.9576;1.54;385.5;118.97
352;0.2;0.84231;1.54;385.5;118.97
352;0.3;0.11928;1.54;385.5;118.97
352;0.4;-0.34104;1.54;385.5;118.97
352;0.5;-0.60206;1.54;385.5;118.97
352;0.6;-0.81115;1.54;385.5;118.97
352;0.7;-1.1714;1.54;385.5;118.97
353;0.3;1.7125;4.38;213.23;49.33
353;0.4;1.0976;4.38;213.23;49.33
353;0.5;0.68255;4.38;213.23;49.33
353;0.6;0.32003;4.38;213.23;49.33
353;0.7;0.035931;4.38;213.23;49.33
353;0.8;-0.19976;4.38;213.23;49.33
353;0.9;-0.41701;4.38;213.23;49.33
354;0.4;1.9196;1.21;434.43;210.66
354;0.5;1.3495;1.21;434.43;210.66
354;0.6;0.85408;1.21;434.43;210.66
354;0.7;0.49246;1.21;434.43;210.66
354;0.8;0.17571;1.21;434.43;210.66
355;0.5;2.0995;2.58;312.82;80.57
355;0.6;1.544;2.58;312.82;80.57
355;0.7;1.1533;2.58;312.82;80.57
355;0.8;0.80837;2.58;312.82;80.57
355;0.9;0.48385;2.58;312.82;80.57
356;0.05;0.76031;-0.0212;180.16;69.3
356;0.1;0.16811;-0.0212;180.16;69.3
356;0.2;-0.44586;-0.0212;180.16;69.3
356;0.3;-0.98453;-0.0212;180.16;69.3
357;0.05;1.337;0.0522;267.24;91.23
357;0.1;0.76007;0.0522;267.24;91.23
357;0.2;0.11094;0.0522;267.24;91.23
357;0.3;-0.28773;0.0522;267.24;91.23
358;0.05;1.9107;4.28;257.68;136.51
358;0.1;1.1497;4.28;257.68;136.51
358;0.2;0.23273;4.28;257.68;136.51
358;0.3;-0.40761;4.28;257.68;136.51
358;0.4;-0.77469;4.28;257.68;136.51
358;0.5;-1.3945;4.28;257.68;136.51
359;0.05;1.5975;2.87;283.19;40.9
359;0.1;1.0984;2.87;283.19;40.9
359;0.2;0.39202;2.87;283.19;40.9
359;0.3;-0.18526;2.87;283.19;40.9
359;0.4;-0.59399;2.87;283.19;40.9
359;0.5;-0.95188;2.87;283.19;40.9
360;0.2;2.1553;6.09;395.53;57.23
360;0.3;0.96703;6.09;395.53;57.23
360;0.4;0.23515;6.09;395.53;57.23
360;0.5;-0.31915;6.09;395.53;57.23
360;0.6;-0.83109;6.09;395.53;57.23
360;0.7;-1.1868;6.09;395.53;57.23
361;0.05;-0.86863;-0.44;101.1;49.33
361;0.1;-1.0322;-0.44;101.1;49.33
362;0.05;0.71134;0.0572;466.47;213.55
362;0.1;0.30719;0.0572;466.47;213.55
362;0.2;-0.15072;0.0572;466.47;213.55
363;0.05;-0.58641;-3.45;160.23;26.3
363;0.1;-1.1461;-3.45;160.23;26.3
364;0.4;1.7803;4.48;326.43;54.37
364;0.5;1.1936;4.48;326.43;54.37
364;0.6;0.7606;4.48;326.43;54.37
364;0.7;0.41524;4.48;326.43;54.37
364;0.8;0.11877;4.48;326.43;54.37
365;0.05;1.1472;0.0202;277.26;143.4
365;0.1;0.59344;0.0202;277.26;143.4
365;0.2;-0.0065803;0.0202;277.26;143.4
365;0.3;-0.37101;0.0202;277.26;143.4
365;0.4;-0.53032;0.0202;277.26;143.4
365;0.5;-0.66158;0.0202;277.26;143.4
365;0.6;-0.68842;0.0202;277.26;143.4
365;0.7;-0.74748;0.0202;277.26;143.4
366;0.4;1.6914;4.02;472.38;71.19
366;0.5;1.026;4.02;472.38;71.19
366;0.6;0.54203;4.02;472.38;71.19
366;0.7;0.15807;4.02;472.38;71.19
366;0.8;-0.15892;4.02;472.38;71.19
366;0.9;-0.58957;4.02;472.38;71.19
367;0.05;1.34;-3.37;304.4;46.53
367;0.1;0.71241;-3.37;304.4;46.53
367;0.2;-0.05197;-3.37;304.4;46.53
367;0.3;-0.63872;-3.37;304.4;46.53
367;0.4;-1.2707;-3.37;304.4;46.53
368;0.05;0.43055;1.68;245.11;62.44
368;0.1;-0.0062489;1.68;245.11;62.44
368;0.2;-0.4804;1.68;245.11;62.44
368;0.3;-1.0517;1.68;245.11;62.44
368;0.4;-1.8727;1.68;245.11;62.44
369;0.05;0.43055;-2.19;244.2;140.97
369;0.1;-0.0062489;-2.19;244.2;140.97
369;0.2;-0.4804;-2.19;244.2;140.97
369;0.3;-1.0517;-2.19;244.2;140.97
369;0.4;-1.8727;-2.19;244.2;140.97
370;0.05;1.6684;2.56;198.26;38.91
370;0.1;0.88488;2.56;198.26;38.91
370;0.2;0.063669;2.56;198.26;38.91
370;0.3;-0.5225;2.56;198.26;38.91
370;0.4;-0.87274;2.56;198.26;38.91
371;0.05;-0.25567;-1.48;225.2;114.76
371;0.1;-0.89086;-1.48;225.2;114.76
371;0.2;-1.5218;-1.48;225.2;114.76
371;0.4;-1.8727;-1.48;225.2;114.76
372;0.05;0.71366;-0.26;222.25;151.66
372;0.1;0.31175;-0.26;222.25;151.66
372;0.2;-0.15537;-0.26;222.25;151.66
372;0.3;-0.42183;-0.26;222.25;151.66
373;0.05;-0.81441;3.69;402.5;77.76
373;0.1;-2.0384;3.69;402.5;77.76
374;0.05;1.3609;-0.81;305.37;80.62
374;0.1;0.71363;-0.81;305.37;80.62
374;0.2;-0.20751;-0.81;305.37;80.62
375;0.05;-0.81441;2.3;422.34;169.43
375;0.1;-1.7954;2.3;422.34;169.43
376;0.05;-0.49747;-2.78;162.27;42.37
376;0.1;-1.2425;-2.78;162.27;42.37
377;0.05;0.87985;1.54;160.22;41.81
377;0.1;0.41569;1.54;160.22;41.81
377;0.2;-0.28191;1.54;160.22;41.81
377;0.3;-0.78041;1.54;160.22;41.81
378;0.05;1.7656;-0.14;212.2;72.19
378;0.1;1.0914;-0.14;212.2;72.19
378;0.2;0.31702;-0.14;212.2;72.19
378;0.3;-0.10371;-0.14;212.2;72.19
379;0.2;1.5281;2.13;270.24;86.99
379;0.3;0.78669;2.13;270.24;86.99
379;0.4;0.27238;2.13;270.24;86.99
379;0.5;-0.057992;2.13;270.24;86.99
379;0.6;-0.33775;2.13;270.24;86.99
379;0.7;-0.55117;2.13;270.24;86.99
379;0.8;-0.8451;2.13;270.24;86.99
380;0.05;-0.5561;-0.49;135.17;75.89
380;0.1;-1.3466;-0.49;135.17;75.89
381;0.1;1.9855;1.91;179.15;53.09
381;0.2;1.3012;1.91;179.15;53.09
381;0.3;0.7258;1.91;179.15;53.09
382;0.2;1.7235;5.5;361.52;66.4
382;0.3;0.81859;5.5;361.52;66.4
382;0.4;0.056256;5.5;361.52;66.4
383;0.6;1.9445;3.42;340.87;80.57
383;0.7;1.509;3.42;340.87;80.57
383;0.8;1.1155;3.42;340.87;80.57
383;0.9;0.75146;3.42;340.87;80.57
384;0.05;1.3975;1.7;267.32;43.7
384;0.1;0.73736;1.7;267.32;43.7
384;0.2;-0.11776;1.7;267.32;43.7
384;0.3;-0.70577;1.7;267.32;43.7
384;0.4;-1.1128;1.7;267.32;43.7
385;0.05;0.69539;-1.18;265.71;109
385;0.1;0.29948;-1.18;265.71;109
385;0.2;-0.29456;-1.18;265.71;109
385;0.3;-0.65717;-1.18;265.71;109
385;0.4;-0.9954;-1.18;265.71;109
385;0.5;-1.5658;-1.18;265.71;109
386;0.05;1.9324;2.53;210.28;48.39
386;0.1;1.2231;2.53;210.28;48.39
386;0.2;0.43576;2.53;210.28;48.39
386;0.3;-0.02908;2.53;210.28;48.39
386;0.4;-0.34104;2.53;210.28;48.39
386;0.5;-0.51512;2.53;210.28;48.39
386;0.6;-0.67493;2.53;210.28;48.39
386;0.7;-0.75529;2.53;210.28;48.39
387;0.2;1.617;1.22;329.21;164.65
387;0.3;0.65121;1.22;329.21;164.65
387;0.4;-0.12843;1.22;329.21;164.65
387;0.5;-0.69897;1.22;329.21;164.65
388;0.05;-0.14553;0.98;130.21;63.68
388;0.1;-0.62531;0.98;130.21;63.68
388;0.2;-1.9031;0.98;130.21;63.68
389;0.1;1.3692;-0.77;376.39;121.19
389;0.2;0.37291;-0.77;376.39;121.19
389;0.3;-0.25013;-0.77;376.39;121.19
390;0.2;1.8523;2.44;324.4;100.72
390;0.3;1.1691;2.44;324.4;100.72
390;0.4;0.64345;2.44;324.4;100.72
390;0.5;0.28853;2.44;324.4;100.72
390;0.6;-0.036827;2.44;324.4;100.72
390;0.7;-0.27374;2.44;324.4;100.72
390;0.8;-0.47828;2.44;324.4;100.72
391;0.3;1.962;5.37;380.48;41.99
391;0.4;1.3125;5.37;380.48;41.99
391;0.5;0.87443;5.37;380.48;41.99
391;0.6;0.48759;5.37;380.48;41.99
391;0.7;0.20485;5.37;380.48;41.99
391;0.8;-0.03112;5.37;380.48;41.99
391;0.9;-0.25871;5.37;380.48;41.99
392;0.1;-1.2461;0.58;221.21;100.62
392;0.2;-1.4559;0.58;221.21;100.62
393;0.05;0.59228;0.33;266.34;84.58
393;0.1;-0.18543;0.33;266.34;84.58
393;0.2;-1.4281;0.33;266.34;84.58
394;0.05;-0.31309;-0.75;267.24;139.54
394;0.1;-1.5472;-0.75;267.24;139.54
395;0.05;0.96598;0.54;232.28;72.19
395;0.1;0.44517;0.54;232.28;72.19
395;0.2;-0.17771;0.54;232.28;72.19
395;0.3;-0.45496;0.54;232.28;72.19
395;0.4;-0.55654;0.54;232.28;72.19
395;0.5;-0.79735;0.54;232.28;72.19
396;0.2;1.1851;2.72;322.44;38.49
396;0.3;0.40246;2.72;322.44;38.49
396;0.4;-0.25131;2.72;322.44;38.49
396;0.5;-0.86923;2.72;322.44;38.49
397;0.2;1.7588;3.39;329.43;75.71
397;0.3;0.75279;3.39;329.43;75.71
397;0.4;-0.0535;3.39;329.43;75.71
397;0.5;-0.75529;3.39;329.43;75.71
398;0.05;1.1286;1.94;203.23;68.54
398;0.1;0.76459;1.94;203.23;68.54
398;0.2;0.13297;1.94;203.23;68.54
398;0.3;-0.46479;1.94;203.23;68.54
398;0.4;-0.90662;1.94;203.23;68.54
399;0.05;1.5494;-1.09;336.32;132.05
399;0.1;0.67098;-1.09;336.32;132.05
399;0.2;-0.25787;-1.09;336.32;132.05
399;0.3;-0.59084;-1.09;336.32;132.05
399;0.4;-0.96731;-1.09;336.32;132.05
400;0.05;0.09092;-0.38;179.22;29.54
400;0.1;-0.31671;-0.38;179.22;29.54
400;0.2;-0.87183;-0.38;179.22;29.54
400;0.3;-1.2203;-0.38;179.22;29.54
401;0.05;0.83825;1.01;228.24;106.1
401;0.1;0.27403;1.01;228.24;106.1
401;0.2;-0.51432;1.01;228.24;106.1
401;0.3;-1.1197;1.01;228.24;106.1
401;0.4;-1.9673;1.01;228.24;106.1
402;0.1;2.1338;1.21;392.43;132.05
402;0.2;1.1077;1.21;392.43;132.05
402;0.3;0.32729;1.21;392.43;132.05
402;0.4;-0.11919;1.21;392.43;132.05
402;0.6;-0.24832;1.21;392.43;132.05
402;0.7;-0.29755;1.21;392.43;132.05
403;0.05;1.2591;0.25;399.4;160.44
403;0.1;0.29322;0.25;399.4;160.44
403;0.2;-0.71213;0.25;399.4;160.44
403;0.3;-1.8865;0.25;399.4;160.44
404;0.4;1.3915;4.39;317.18;26.3
404;0.5;0.88379;4.39;317.18;26.3
404;0.6;0.51188;4.39;317.18;26.3
404;0.7;0.19247;4.39;317.18;26.3
405;0.1;1.9952;2.91;249.35;41.49
405;0.2;1.0297;2.91;249.35;41.49
405;0.3;0.23736;2.91;249.35;41.49
405;0.4;-0.4437;2.91;249.35;41.49
405;0.5;-0.87918;2.91;249.35;41.49
405;0.6;-1.6163;2.91;249.35;41.49
406;0.1;2.1056;2.21;272.69;63.4
406;0.2;1.6116;2.21;272.69;63.4
406;0.3;1.0317;2.21;272.69;63.4
406;0.4;0.5611;2.21;272.69;63.4
406;0.5;0.22232;2.21;272.69;63.4
406;0.6;-0.036517;2.21;272.69;63.4
407;0.1;1.8081;3.32;393.46;88.7
407;0.2;0.85199;3.32;393.46;88.7
407;0.3;-0.0091194;3.32;393.46;88.7
407;0.4;-0.64975;3.32;393.46;88.7
407;0.5;-1.0012;3.32;393.46;88.7
408;0.05;1.2737;1.16;214.18;83.98
408;0.1;0.6761;1.16;214.18;83.98
408;0.2;3.86e-16;1.16;214.18;83.98
408;0.3;-0.43012;1.16;214.18;83.98
409;0.2;1.7851;2.44;408.92;94.83
409;0.3;0.92656;2.44;408.92;94.83
409;0.4;0.35334;2.44;408.92;94.83
409;0.5;-0.0011722;2.44;408.92;94.83
409;0.6;-0.2301;2.44;408.92;94.83
409;0.7;-0.45444;2.44;408.92;94.83
410;0.05;0.84552;0.75;121.14;43.09
410;0.1;0.41474;0.75;121.14;43.09
410;0.2;0.06602;0.75;121.14;43.09
410;0.3;-0.21255;0.75;121.14;43.09
411;0.4;0.82293;2.88;364.42;127.1
411;0.5;0.3557;2.88;364.42;127.1
411;0.6;0.018533;2.88;364.42;127.1
411;0.7;-0.30103;2.88;364.42;127.1
411;0.8;-0.55284;2.88;364.42;127.1
412;0.05;1.0387;0.78;213.66;63.32
412;0.1;0.54275;0.78;213.66;63.32
412;0.2;-0.22882;0.78;213.66;63.32
413;0.2;1.5903;1.78;280.36;66.76
413;0.4;0.23973;1.78;280.36;66.76
413;0.5;-0.089905;1.78;280.36;66.76
413;0.6;-0.31181;1.78;280.36;66.76
413;0.7;-0.41287;1.78;280.36;66.76
414;0.2;1.6222;4.09;417.54;44.81
414;0.4;-0.13114;4.09;417.54;44.81
414;0.5;-0.58476;4.09;417.54;44.81
415;0.05;2.0715;2.32;239.74;29.1
415;0.1;1.4623;2.32;239.74;29.1
415;0.2;0.60748;2.32;239.74;29.1
415;0.4;-0.6114;2.32;239.74;29.1
416;0.2;2.0205;5.04;315.86;28.54
416;0.4;0.18448;5.04;315.86;28.54
416;0.5;-0.39094;5.04;315.86;28.54
416;0.6;-0.71341;5.04;315.86;28.54
417;0.1;1.612;2.93;331.34;61.8
417;0.2;0.42419;2.93;331.34;61.8
417;0.4;-0.90309;2.93;331.34;61.8
418;0.4;0.82188;3.2;430.53;93.06
418;0.5;0.41524;3.2;430.53;93.06
418;0.6;0.14205;3.2;430.53;93.06
418;0.7;-0.063052;3.2;430.53;93.06
418;0.8;-0.25181;3.2;430.53;93.06
419;0.05;1.7851;1.8;241.25;89.71
419;0.1;1.1263;1.8;241.25;89.71
419;0.2;0.31072;1.8;241.25;89.71
419;0.3;-0.25912;1.8;241.25;89.71
419;0.4;-0.66862;1.8;241.25;89.71
419;0.5;-0.94378;1.8;241.25;89.71
419;0.6;-0.98488;1.8;241.25;89.71
420;0.3;1.9467;2.47;249.33;66.31
420;0.4;1.3377;2.47;249.33;66.31
420;0.5;0.87483;2.47;249.33;66.31
420;0.6;0.51848;2.47;249.33;66.31
420;0.7;0.18954;2.47;249.33;66.31
421;0.3;1.6988;1.62;356.3;84.15
421;0.4;1.0436;1.62;356.3;84.15
421;0.5;0.58952;1.62;356.3;84.15
421;0.6;0.25619;1.62;356.3;84.15
421;0.7;-0.045627;1.62;356.3;84.15
421;0.8;-0.27737;1.62;356.3;84.15
422;0.2;1.712;3.81;361.52;23.47
422;0.3;0.77456;3.81;361.52;23.47
422;0.4;0.028174;3.81;361.52;23.47
422;0.5;-0.42715;3.81;361.52;23.47
422;0.6;-0.89257;3.81;361.52;23.47
422;0.7;-1.4554;3.81;361.52;23.47
423;0.1;1.6906;2.53;307.43;50.72
423;0.2;1.0511;2.53;307.43;50.72
423;0.3;0.25276;2.53;307.43;50.72
423;0.4;-0.40736;2.53;307.43;50.72
423;0.5;-0.76769;2.53;307.43;50.72
424;0.2;1.8388;4.03;307.43;12.47
424;0.3;0.85529;4.03;307.43;12.47
424;0.4;0.071744;4.03;307.43;12.47
424;0.5;-0.51012;4.03;307.43;12.47
425;0.2;1.7148;2.61;363.84;81.62
425;0.3;0.774;2.61;363.84;81.62
425;0.4;0.031436;2.61;363.84;81.62
425;0.5;-0.45644;2.61;363.84;81.62
425;0.6;-0.8657;2.61;363.84;81.62
426;0.4;1.4966;4.86;352.86;33.2
426;0.5;1.0132;4.86;352.86;33.2
426;0.6;0.6696;4.86;352.86;33.2
426;0.7;0.36915;4.86;352.86;33.2
426;0.8;0.11261;4.86;352.86;33.2
426;0.9;-0.10206;4.86;352.86;33.2
427;0.05;1.2608;0.19;252.18;137.74
427;0.1;0.9615;0.19;252.18;137.74
427;0.2;0.48145;0.19;252.18;137.74
427;0.4;-0.13238;0.19;252.18;137.74
428;0.4;0.86459;4.29;316.33;75.79
428;0.5;0.39402;4.29;316.33;75.79
428;0.6;0.067621;4.29;316.33;75.79
428;0.7;-0.20085;4.29;316.33;75.79
428;0.8;-0.37263;4.29;316.33;75.79
429;0.05;-0.13028;0.89;120.15;49.87
429;0.2;-1.3211;0.89;120.15;49.87
430;0.2;1.6363;1.89;278.35;59.59
430;0.3;0.8849;1.89;278.35;59.59
430;0.4;0.3386;1.89;278.35;59.59
430;0.5;-9.64e-17;1.89;278.35;59.59
430;0.6;-0.25409;1.89;278.35;59.59
430;0.7;-0.46099;1.89;278.35;59.59
430;0.8;-0.55284;1.89;278.35;59.59
431;0.2;1.1438;2.85;385.5;53.09
431;0.3;0.32092;2.85;385.5;53.09
431;0.4;-0.1948;2.85;385.5;53.09
431;0.5;-0.43012;2.85;385.5;53.09
431;0.6;-0.78052;2.85;385.5;53.09
431;0.7;-1.1532;2.85;385.5;53.09
431;0.8;-1.4949;2.85;385.5;53.09
432;0.05;0.50571;1.03;230.31;39.26
432;0.2;-0.64084;1.03;230.31;39.26
432;0.3;-1.3291;1.03;230.31;39.26
433;0.2;1.2768;3.33;324.83;57.79
433;0.3;0.34304;3.33;324.83;57.79
433;0.4;-0.42772;3.33;324.83;57.79
434;0.05;2.0657;3.08;319.75;142.8
434;0.2;0.56059;3.08;319.75;142.8
434;0.3;-0.18813;3.08;319.75;142.8
434;0.4;-0.67192;3.08;319.75;142.8
434;0.5;-1.912;3.08;319.75;142.8
435;0.2;1.6623;2.03;392.46;94.83
435;0.3;0.81965;2.03;392.46;94.83
435;0.4;0.26561;2.03;392.46;94.83
435;0.5;-0.06902;2.03;392.46;94.83
435;0.6;-0.15761;2.03;392.46;94.83
435;0.7;-0.33775;2.03;392.46;94.83
435;0.8;-0.59176;2.03;392.46;94.83
435;0.9;-0.83388;2.03;392.46;94.83
436;0.3;1.3173;3.36;369.46;81.93
436;0.4;0.64559;3.36;369.46;81.93
436;0.5;0.22468;3.36;369.46;81.93
436;0.6;-0.070303;3.36;369.46;81.93
436;0.7;-0.30813;3.36;369.46;81.93
436;0.8;-0.48413;3.36;369.46;81.93
436;0.9;-0.52898;3.36;369.46;81.93
437;0.05;1.1024;0.61;290.27;110.38
437;0.2;-0.19164;0.61;290.27;110.38
437;0.3;-0.5887;0.61;290.27;110.38
438;0.2;1.7107;1.95;346.46;74.6
438;0.3;0.90563;1.95;346.46;74.6
438;0.4;0.38123;1.95;346.46;74.6
438;0.5;0.074727;1.95;346.46;74.6
438;0.6;-0.15255;1.95;346.46;74.6
438;0.7;-0.24806;1.95;346.46;74.6
438;0.8;-0.34104;1.95;346.46;74.6
439;0.3;0.8849;0.52;222.31;112.62
439;0.4;0.33539;0.52;222.31;112.62
439;0.5;-0.007149;0.52;222.31;112.62
439;0.6;-0.24157;0.52;222.31;112.62
439;0.7;-0.47129;0.52;222.31;112.62
440;0.1;2.0155;1.59;385.5;69.64
440;0.2;0.81847;1.59;385.5;69.64
440;0.4;-0.46344;1.59;385.5;69.64
440;0.5;-1.0485;1.59;385.5;69.64
441;0.2;1.6419;3.45;361.46;74.25
441;0.4;-0.063486;3.45;361.46;74.25
441;0.5;-0.54584;3.45;361.46;74.25
441;0.6;-0.90309;3.45;361.46;74.25
442;0.2;1.5407;2.3;276.74;83.65
442;0.4;0.50297;2.3;276.74;83.65
442;0.5;0.16777;2.3;276.74;83.65
442;0.6;-0.091632;2.3;276.74;83.65
442;0.7;-0.33385;2.3;276.74;83.65
443;0.05;2.066;3.24;319.24;16.13
443;0.1;1.4731;3.24;319.24;16.13
443;0.2;0.62014;3.24;319.24;16.13
443;0.4;-0.47366;3.24;319.24;16.13
443;0.5;-1.0485;3.24;319.24;16.13
443;0.6;-1.2871;3.24;319.24;16.13
444;0.1;1.5601;0.73;261.09;51.38
444;0.2;0.84336;0.73;261.09;51.38
444;0.4;-0.075721;0.73;261.09;51.38
444;0.5;-0.28373;0.73;261.09;51.38
444;0.6;-0.49397;0.73;261.09;51.38
444;0.7;-0.70605;0.73;261.09;51.38
445;0.4;1.3095;5.01;343.8;51.46
445;0.5;0.78573;5.01;343.8;51.46
445;0.6;0.41142;5.01;343.8;51.46
445;0.7;0.087682;5.01;343.8;51.46
445;0.8;-0.14963;5.01;343.8;51.46
446;0.2;1.3157;1.43;360.44;91.67
446;0.4;0.067443;1.43;360.44;91.67
446;0.5;-0.19228;1.43;360.44;91.67
446;0.6;-0.28709;1.43;360.44;91.67
447;0.05;1.4064;0.35;347.39;138.03
447;0.1;0.69834;0.35;347.39;138.03
447;0.2;-0.27535;0.35;347.39;138.03
447;0.3;-0.71634;0.35;347.39;138.03
448;0.2;1.6606;5.82;287.4;3.24
448;0.3;0.7064;5.82;287.4;3.24
448;0.4;-0.055517;5.82;287.4;3.24
448;0.5;-0.45093;5.82;287.4;3.24
449;0.2;1.9978;5.18;318.86;31.78
449;0.3;0.99261;5.18;318.86;31.78
449;0.4;0.19312;5.18;318.86;31.78
449;0.5;-0.41287;5.18;318.86;31.78
449;0.6;-0.78052;5.18;318.86;31.78
450;0.05;1.768;1.63;257.71;38.77
450;0.1;1.3258;1.63;257.71;38.77
450;0.2;0.58976;1.63;257.71;38.77
450;0.3;-0.082258;1.63;257.71;38.77
450;0.4;-0.68194;1.63;257.71;38.77
450;0.5;-1.2672;1.63;257.71;38.77
451;0.05;2.0425;1.82;169.57;38.33
451;0.1;1.6864;1.82;169.57;38.33
451;0.2;1.1079;1.82;169.57;38.33
451;0.3;0.64998;1.82;169.57;38.33
451;0.4;0.28691;1.82;169.57;38.33
452;0.05;0.77467;-0.15;295.72;135.45
452;0.1;0.46229;-0.15;295.72;135.45
452;0.2;0.014098;-0.15;295.72;135.45
452;0.3;-0.26982;-0.15;295.72;135.45
453;0.2;1.242;2.11;286.35;87.19
453;0.3;0.62809;2.11;286.35;87.19
453;0.4;0.17493;2.11;286.35;87.19
453;0.5;-0.12887;2.11;286.35;87.19
453;0.6;-0.36173;2.11;286.35;87.19
454;0.3;0.99365;0.31;320.3;148.41
454;0.4;0.19312;0.31;320.3;148.41
454;0.5;-0.41287;0.31;320.3;148.41
454;0.6;-0.84984;0.31;320.3;148.41
455;0.05;1.0812;0.14;367.81;138.03
455;0.1;0.43905;0.14;367.81;138.03
455;0.2;-0.43114;0.14;367.81;138.03
