ID;concentration;logk;logP_ACD;MW_ACD;PSA_ACD
455;0.3;-0.88803;0.14;367.81;138.03
456;0.2;1.2686;3.47;324.39;36.26
456;0.3;0.38233;3.47;324.39;36.26
456;0.4;-0.34872;3.47;324.39;36.26
456;0.5;-0.98842;3.47;324.39;36.26
457;0.3;1.343;5.3;343.89;12.47
457;0.4;0.47012;5.3;343.89;12.47
457;0.5;-0.16337;5.3;343.89;12.47
457;0.6;-0.62137;5.3;343.89;12.47
458;0.05;1.9234;2.97;274.79;16.13
458;0.1;1.3499;2.97;274.79;16.13
458;0.2;0.5277;2.97;274.79;16.13
458;0.3;-0.14409;2.97;274.79;16.13
458;0.4;-0.69897;2.97;274.79;16.13
459;0.05;1.9048;2.97;274.79;16.13
459;0.1;1.3191;2.97;274.79;16.13
459;0.2;0.49628;2.97;274.79;16.13
459;0.3;-0.17553;2.97;274.79;16.13
459;0.4;-0.70955;2.97;274.79;16.13
459;0.5;-1.078;2.97;274.79;16.13
460;0.05;0.73445;2.36;230.09;36.42
460;0.1;0.26892;2.36;230.09;36.42
460;0.2;-0.3457;2.36;230.09;36.42
460;0.3;-0.75295;2.36;230.09;36.42
461;0.3;1.6073;3.73;284.31;66.76
461;0.4;0.92846;3.73;284.31;66.76
461;0.5;0.46925;3.73;284.31;66.76
461;0.6;0.1369;3.73;284.31;66.76
462;0.2;2.1219;2.05;402.48;97.74
462;0.3;1.2601;2.05;402.48;97.74
462;0.4;0.66038;2.05;402.48;97.74
462;0.5;0.2701;2.05;402.48;97.74
462;0.6;-0.0059575;2.05;402.48;97.74
462;0.7;-0.28709;2.05;402.48;97.74
463;0.05;1.2495;1.24;203.24;69.62
463;0.1;0.66082;1.24;203.24;69.62
463;0.2;-0.078529;1.24;203.24;69.62
463;0.3;-0.54407;1.24;203.24;69.62
463;0.4;-1.0047;1.24;203.24;69.62
463;0.5;-1.0379;1.24;203.24;69.62
464;0.6;1.9545;1.16;357.16;37.3
464;0.7;1.5087;1.16;357.16;37.3
464;0.8;1.1248;1.16;357.16;37.3
464;0.9;0.74623;1.16;357.16;37.3
465;0.1;1.6968;3.94;326.82;30.87
465;0.2;0.68638;3.94;326.82;30.87
465;0.3;-0.064323;3.94;326.82;30.87
465;0.4;-0.62839;3.94;326.82;30.87
465;0.5;-0.93591;3.94;326.82;30.87
466;0.05;2.1092;0.47;281.76;38.33
466;0.1;1.5905;0.47;281.76;38.33
466;0.2;0.76824;0.47;281.76;38.33
466;0.3;0.057992;0.47;281.76;38.33
466;0.4;-0.56003;0.47;281.76;38.33
466;0.5;-0.96731;0.47;281.76;38.33
467;0.1;1.1611;-0.51;455.47;227.05
467;0.2;0.26531;-0.51;455.47;227.05
467;0.3;-0.27159;-0.51;455.47;227.05
467;0.4;-0.45893;-0.51;455.47;227.05
467;0.5;-0.65556;-0.51;455.47;227.05
468;0.05;0.82978;-1.47;415.42;201.63
468;0.1;0.099994;-1.47;415.42;201.63
468;0.2;-0.63249;-1.47;415.42;201.63
468;0.3;-1.1231;-1.47;415.42;201.63
469;0.1;2.0235;2.64;393.5;89.02
469;0.2;0.8653;2.64;393.5;89.02
469;0.4;-0.58186;2.64;393.5;89.02
469;0.5;-1.6686;2.64;393.5;89.02
470;0.2;1.4242;4.29;325.84;21.06
470;0.4;-0.16587;4.29;325.84;21.06
470;0.6;-0.82901;4.29;325.84;21.06
471;0.05;-0.46817;0.075;176.22;33.2
471;0.1;-1.3711;0.075;176.22;33.2
472;0.05;0.96287;0.82;199.63;63.32
472;0.1;0.52195;0.82;199.63;63.32
472;0.2;-0.18585;0.82;199.63;63.32
472;0.4;-1.2553;0.82;199.63;63.32
473;0.2;1.3957;3.41;373.88;44.81
473;0.4;-0.20274;3.41;373.88;44.81
473;0.5;-0.54233;3.41;373.88;44.81
474;0.2;1.9107;2.51;342.43;58.64
474;0.4;0.35751;2.51;342.43;58.64
475;0.05;1.6328;0.48;349.4;138.03
475;0.1;0.87854;0.48;349.4;138.03
475;0.2;-0.17609;0.48;349.4;138.03
475;0.4;-1.1004;0.48;349.4;138.03
476;0.1;1.4091;2.63;331.79;55.4
476;0.2;0.37209;2.63;331.79;55.4
476;0.4;-1.059;2.63;331.79;55.4
477;0.4;0.26885;1.89;236.27;46.33
477;0.5;-0.020259;1.89;236.27;46.33
477;0.6;-0.20954;1.89;236.27;46.33
477;0.7;-0.50725;1.89;236.27;46.33
478;0.05;0.51924;-0.0651;252.34;114.19
478;0.1;-0.18074;-0.0651;252.34;114.19
478;0.2;-1.2852;-0.0651;252.34;114.19
479;0.05;0.95658;-0.77;301.69;139.54
479;0.1;0.26408;-0.77;301.69;139.54
479;0.2;-0.49687;-0.77;301.69;139.54
479;0.4;-1.4014;-0.77;301.69;139.54
480;0.05;1.2007;4.41;319.87;28.16
480;0.1;0.35729;4.41;319.87;28.16
480;0.2;-0.80811;4.41;319.87;28.16
481;0.05;-1.2041;-0.45;183.12;107.72
481;0.1;-1.8482;-0.45;183.12;107.72
482;0.05;0.30553;3.31;276.6;3.24
482;0.1;-0.12803;3.31;276.6;3.24
482;0.2;-0.73239;3.31;276.6;3.24
483;0.05;0.469;4.22;416.94;60.44
483;0.1;-0.21472;4.22;416.94;60.44
483;0.2;-0.95424;4.22;416.94;60.44
483;0.4;-1.7993;4.22;416.94;60.44
484;0.2;1.6358;6.19;275.39;3.24
484;0.3;0.68803;6.19;275.39;3.24
484;0.4;-0.096049;6.19;275.39;3.24
484;0.5;-0.72428;6.19;275.39;3.24
485;0.2;1.2794;2.67;256.69;46.01
485;0.3;0.69897;2.67;256.69;46.01
485;0.4;0.28702;2.67;256.69;46.01
485;0.5;-0.0011722;2.67;256.69;46.01
486;0.4;1.5784;3.88;242.7;35.53
486;0.5;1.1261;3.88;242.7;35.53
486;0.6;0.77697;3.88;242.7;35.53
486;0.7;0.45925;3.88;242.7;35.53
487;0.2;2.1088;4.94;314.85;6.48
487;0.3;1.0713;4.94;314.85;6.48
487;0.4;0.21769;4.94;314.85;6.48
487;0.5;-0.34149;4.94;314.85;6.48
488;0.05;1.6432;1.1;335.36;125.55
488;0.1;0.93262;1.1;335.36;125.55
488;0.2;0.045216;1.1;335.36;125.55
488;0.3;-0.51471;1.1;335.36;125.55
488;0.4;-0.77815;1.1;335.36;125.55
489;0.05;2.1035;0.49;262.22;88.43
489;0.1;1.4907;0.49;262.22;88.43
489;0.2;0.70414;0.49;262.22;88.43
489;0.3;0.23164;0.49;262.22;88.43
489;0.4;-0.087533;0.49;262.22;88.43
489;0.5;-0.23896;0.49;262.22;88.43
490;0.2;1.0955;1.07;399.44;83.09
490;0.3;0.29594;1.07;399.44;83.09
490;0.4;-0.23114;1.07;399.44;83.09
490;0.5;-0.3904;1.07;399.44;83.09
491;0.05;1.5523;1.81;213.66;52.32
491;0.1;1.0492;1.81;213.66;52.32
491;0.2;0.23255;1.81;213.66;52.32
491;0.3;-0.41633;1.81;213.66;52.32
491;0.4;-0.8451;1.81;213.66;52.32
492;0.2;1.6793;4.97;303.4;41.62
492;0.3;0.8247;4.97;303.4;41.62
492;0.4;0.089961;4.97;303.4;41.62
493;0.2;1.6986;4.11;333.46;38.77
493;0.3;0.77608;4.11;333.46;38.77
493;0.4;0.013573;4.11;333.46;38.77
494;0.3;1.5735;5.02;368.51;6.48
494;0.4;0.62879;5.02;368.51;6.48
494;0.5;-0.019146;5.02;368.51;6.48
494;0.6;-0.39971;5.02;368.51;6.48
495;0.5;2.1847;6.01;523.62;126.68
495;0.6;1.673;6.01;523.62;126.68
495;0.7;1.2276;6.01;523.62;126.68
495;0.8;0.82751;6.01;523.62;126.68
495;0.9;0.43253;6.01;523.62;126.68
496;0.1;1.0484;0.64;214.22;83.83
496;0.2;0.24381;0.64;214.22;83.83
496;0.3;-0.41633;0.64;214.22;83.83
496;0.4;-0.8451;0.64;214.22;83.83
497;0.2;1.4415;-1.12;252.2;119.91
497;0.3;0.77946;-1.12;252.2;119.91
497;0.4;0.29401;-1.12;252.2;119.91
497;0.5;-0.029207;-1.12;252.2;119.91
498;0.1;1.8004;-0.0249;499.52;197.74
498;0.2;0.2526;-0.0249;499.52;197.74
498;0.3;-0.70577;-0.0249;499.52;197.74
499;0.2;2.0556;3.85;285.69;82.24
499;0.3;1.3092;3.85;285.69;82.24
499;0.4;0.76539;3.85;285.69;82.24
499;0.5;0.40564;3.85;285.69;82.24
499;0.6;0.13744;3.85;285.69;82.24
499;0.7;-0.1022;3.85;285.69;82.24
500;0.2;1.4301;4.73;414.52;84.38
500;0.3;0.42244;4.73;414.52;84.38
500;0.4;-0.2018;4.73;414.52;84.38
501;0.3;1.5365;1.74;252.27;64.52
501;0.4;-0.045242;1.74;252.27;64.52
501;0.5;-0.5217;1.74;252.27;64.52
502;0.05;2.1043;1.63;349.38;125.55
502;0.1;1.3797;1.63;349.38;125.55
502;0.2;0.43993;1.63;349.38;125.55
502;0.3;-0.19389;1.63;349.38;125.55
502;0.4;-0.59974;1.63;349.38;125.55
503;0.2;1.4196;2.86;334.34;23.78
503;0.3;0.56662;2.86;334.34;23.78
503;0.4;-0.1399;2.86;334.34;23.78
503;0.5;-0.5217;2.86;334.34;23.78
504;0.1;2.0538;2.4;369.8;125.55
504;0.2;0.63184;2.4;369.8;125.55
504;0.3;-0.32891;2.4;369.8;125.55
504;0.4;-0.83251;2.4;369.8;125.55
505;0.2;1.3483;2.9;345.39;58.18
505;0.3;0.42877;2.9;345.39;58.18
505;0.4;-0.17493;2.9;345.39;58.18
506;0.1;2.0822;3.89;271.4;12.47
506;0.2;1.0228;3.89;271.4;12.47
506;0.3;0.19229;3.89;271.4;12.47
506;0.4;-0.49009;3.89;271.4;12.47
507;0.2;1.2751;3.84;279.38;12.47
507;0.3;0.38236;3.84;279.38;12.47
507;0.4;-0.18017;3.84;279.38;12.47
507;0.5;-0.5336;3.84;279.38;12.47
508;0.1;1.4579;1.45;246.3;40.62
508;0.2;0.63337;1.45;246.3;40.62
508;0.3;0.10361;1.45;246.3;40.62
508;0.4;-0.15457;1.45;246.3;40.62
508;0.5;-0.35751;1.45;246.3;40.62
509;0.05;1.723;1.9;171.28;46.25
509;0.1;1.2286;1.9;171.28;46.25
509;0.2;0.39223;1.9;171.28;46.25
509;0.4;-0.80086;1.9;171.28;46.25
510;0.05;0.98934;1.94;211.65;97.78
510;0.1;0.61558;1.94;211.65;97.78
510;0.2;-0.038782;1.94;211.65;97.78
510;0.4;-1.8727;1.94;211.65;97.78
511;0.6;1.9632;4.79;341.87;12.47
511;0.7;1.5078;4.79;341.87;12.47
511;0.8;1.1229;4.79;341.87;12.47
511;0.9;0.74661;4.79;341.87;12.47
512;0.05;1.4979;-0.11;252.14;149.84
512;0.1;1.1317;-0.11;252.14;149.84
512;0.2;0.56773;-0.11;252.14;149.84
513;0.2;0.9815;4.83;379.43;52.65
513;0.4;-0.54233;4.83;379.43;52.65
514;0.05;1.0497;2.84;272.34;45.33
514;0.1;0.46698;2.84;272.34;45.33
514;0.2;-0.33507;2.84;272.34;45.33
514;0.4;-1.4256;2.84;272.34;45.33
515;0.05;1.046;2.34;270.37;25.36
515;0.1;0.47643;2.34;270.37;25.36
515;0.2;-0.32804;2.34;270.37;25.36
515;0.4;-1.5303;2.34;270.37;25.36
516;0.05;1.1852;1.68;248.32;57.28
516;0.1;0.61633;1.68;248.32;57.28
516;0.2;-0.15273;1.68;248.32;57.28
516;0.4;-1.3413;1.68;248.32;57.28
517;0.05;0.17576;-1.08;113.16;28.75
517;0.1;-0.20891;-1.08;113.16;28.75
517;0.2;-0.64084;-1.08;113.16;28.75
517;0.4;-0.87274;-1.08;113.16;28.75
518;0.05;-0.5577;4.44;326.46;48.85
518;0.1;-1.054;4.44;326.46;48.85
519;0.05;0.070482;0.63;203.24;84.9
519;0.1;-0.60938;0.63;203.24;84.9
520;0.05;1.8184;2.7;216.28;33.62
520;0.1;1.3116;2.7;216.28;33.62
520;0.2;0.51104;2.7;216.28;33.62
520;0.4;-0.68522;2.7;216.28;33.62
521;0.2;1.5817;3.97;266.38;15.27
521;0.4;-0.083158;3.97;266.38;15.27
521;0.5;-0.55301;3.97;266.38;15.27
522;0.05;0.16366;-1.36;211.22;88.15
522;0.1;-0.43469;-1.36;211.22;88.15
523;0.05;2.0105;3.52;271.4;23.47
523;0.1;1.2901;3.52;271.4;23.47
523;0.2;0.34439;3.52;271.4;23.47
523;0.3;-0.32552;3.52;271.4;23.47
523;0.4;-0.83815;3.52;271.4;23.47
524;0.2;0.99421;1.59;494.46;131.86
524;0.3;0.085187;1.59;494.46;131.86
524;0.4;-0.67845;1.59;494.46;131.86
525;0.05;1.7275;2.53;301.38;72.72
525;0.1;0.97232;2.53;301.38;72.72
525;0.2;-0.029188;2.53;301.38;72.72
525;0.3;-0.66938;2.53;301.38;72.72
526;0.1;1.0047;NaN;279.1;0
526;0.2;0.11727;NaN;279.1;0
526;0.3;-0.77702;NaN;279.1;0
527;0.3;1.7215;4.69;489.58;68
527;0.4;0.72875;4.69;489.58;68
527;0.5;-0.0023539;4.69;489.58;68
528;0.05;1.2312;1.19;279.33;82.62
528;0.1;0.43905;1.19;279.33;82.62
528;0.2;-0.61083;1.19;279.33;82.62
528;0.3;-1.7381;1.19;279.33;82.62
529;0.3;1.6475;3.16;376.9;87.82
529;0.4;0.96042;3.16;376.9;87.82
529;0.5;0.48832;3.16;376.9;87.82
529;0.6;0.15265;3.16;376.9;87.82
529;0.7;-0.15323;3.16;376.9;87.82
529;0.8;-0.39389;3.16;376.9;87.82
530;0.2;1.1637;3;255.35;12.47
530;0.3;0.3657;3;255.35;12.47
530;0.4;-0.31527;3;255.35;12.47
530;0.5;-0.84393;3;255.35;12.47
530;0.6;-1.3617;3;255.35;12.47
531;0.2;1.9961;1.42;252.27;58.2
531;0.3;1.2898;1.42;252.27;58.2
531;0.4;0.74417;1.42;252.27;58.2
531;0.5;0.36019;1.42;252.27;58.2
531;0.6;0.088329;1.42;252.27;58.2
531;0.7;-0.18439;1.42;252.27;58.2
531;0.8;-0.40261;1.42;252.27;58.2
532;0.1;0.16984;-0.94;180.16;67.23
532;0.3;-1.4693;-0.94;180.16;67.23
533;0.1;1.8166;1.55;248.28;69.3
533;0.2;0.86034;1.55;248.28;69.3
533;0.3;0.31935;1.55;248.28;69.3
534;0.3;2.1834;4.94;337.46;46.26
534;0.4;1.4624;4.94;337.46;46.26
534;0.5;0.96765;4.94;337.46;46.26
534;0.6;0.60029;4.94;337.46;46.26
534;0.7;0.31144;4.94;337.46;46.26
534;0.8;0.047941;4.94;337.46;46.26
534;0.9;-0.17553;4.94;337.46;46.26
535;0.05;0.71931;1.07;283.32;63.93
535;0.1;0.065841;1.07;283.32;63.93
535;0.2;-0.89038;1.07;283.32;63.93
535;0.3;-1.8129;1.07;283.32;63.93
536;0.3;1.4732;5.35;450.56;15.71
536;0.4;0.61312;5.35;450.56;15.71
536;0.5;-0.028964;5.35;450.56;15.71
536;0.6;-0.55843;5.35;450.56;15.71
536;0.7;-1.078;5.35;450.56;15.71
537;0.3;1.7789;6.88;370.45;65.96
537;0.4;0.85772;6.88;370.45;65.96
537;0.5;0.23291;6.88;370.45;65.96
537;0.6;-0.23865;6.88;370.45;65.96
537;0.7;-0.62489;6.88;370.45;65.96
537;0.8;-1.0081;6.88;370.45;65.96
538;0.05;0.57363;0.77;224.69;41.05
538;0.1;0.055084;0.77;224.69;41.05
538;0.2;-0.64734;0.77;224.69;41.05
538;0.3;-1.5119;0.77;224.69;41.05
539;0.6;1.815;7.9;436.6;36.1
539;0.7;1.3328;7.9;436.6;36.1
539;0.8;0.88591;7.9;436.6;36.1
539;0.9;0.44756;7.9;436.6;36.1
540;0.05;-0.63287;-1.15;197.19;103.78
540;0.1;-1.3348;-1.15;197.19;103.78
541;0.1;0.76481;2.08;311.37;63.93
541;0.2;-0.1639;2.08;311.37;63.93
541;0.3;-0.66679;2.08;311.37;63.93
542;0.05;2.0386;3.69;287.78;23.47
542;0.1;1.4242;3.69;287.78;23.47
542;0.2;0.48704;3.69;287.78;23.47
542;0.3;-0.20013;3.69;287.78;23.47
542;0.4;-0.72016;3.69;287.78;23.47
542;0.5;-1.0934;3.69;287.78;23.47
543;0.4;1.988;5.34;399.31;63.6
543;0.5;1.3711;5.34;399.31;63.6
543;0.6;0.9114;5.34;399.31;63.6
543;0.7;0.54955;5.34;399.31;63.6
543;0.8;0.22162;5.34;399.31;63.6
544;0.1;1.6512;1.6;223.27;49.77
544;0.2;0.80186;1.6;223.27;49.77
544;0.3;0.27166;1.6;223.27;49.77
544;0.4;-0.066947;1.6;223.27;49.77
544;0.5;-0.28724;1.6;223.27;49.77
544;0.6;-0.45644;1.6;223.27;49.77
544;0.7;-0.5826;1.6;223.27;49.77
545;0.05;1.9495;3.82;480.64;52.19
545;0.1;0.93993;3.82;480.64;52.19
545;0.2;-0.4274;3.82;480.64;52.19
546;0.05;0.16809;2.22;173.25;12.03
546;0.1;-0.57365;2.22;173.25;12.03
547;0.7;1.9379;8.75;336.55;37.3
547;0.8;1.4641;8.75;336.55;37.3
547;0.9;0.98163;8.75;336.55;37.3
548;0.05;1.1196;2.7;237.34;43.7
548;0.1;0.53148;2.7;237.34;43.7
548;0.2;-0.23208;2.7;237.34;43.7
548;0.3;-0.67585;2.7;237.34;43.7
549;0.1;1.3893;1;308.37;112.65
549;0.2;0.25116;1;308.37;112.65
549;0.3;-0.52743;1;308.37;112.65
549;0.4;-1.3447;1;308.37;112.65
550;0.05;0.6065;0.43;308.29;148.41
550;0.1;-0.14181;0.43;308.29;148.41
550;0.2;-1.156;0.43;308.29;148.41
551;0.05;0.56643;1.69;156.18;25.78
551;0.1;0.12803;1.69;156.18;25.78
551;0.2;-0.36762;1.69;156.18;25.78
552;0.2;1.4753;4.13;369.33;23.55
552;0.3;0.62195;4.13;369.33;23.55
552;0.4;-0.06197;4.13;369.33;23.55
552;0.5;-0.60441;4.13;369.33;23.55
553;0.2;1.6242;3.08;220.23;45.75
553;0.3;0.97233;3.08;220.23;45.75
553;0.4;0.51542;3.08;220.23;45.75
553;0.5;0.20485;3.08;220.23;45.75
553;0.6;-0.018174;3.08;220.23;45.75
553;0.7;-0.20085;3.08;220.23;45.75
553;0.8;-0.35247;3.08;220.23;45.75
554;0.2;1.302;2.85;451.48;112.27
554;0.3;0.31767;2.85;451.48;112.27
554;0.4;-0.38486;2.85;451.48;112.27
554;0.5;-0.92475;2.85;451.48;112.27
555;0.3;1.6439;3.81;361.52;23.47
555;0.4;0.77911;3.81;361.52;23.47
555;0.5;0.17058;3.81;361.52;23.47
555;0.6;-0.37036;3.81;361.52;23.47
555;0.7;-0.82001;3.81;361.52;23.47
556;0.05;1.5496;2.75;190.07;26.02
556;0.1;1.034;2.75;190.07;26.02
556;0.2;0.18644;2.75;190.07;26.02
556;0.3;-0.41701;2.75;190.07;26.02
556;0.4;-0.85091;2.75;190.07;26.02
557;0.3;1.7479;3.42;287.35;62.32
557;0.4;1.1111;3.42;287.35;62.32
557;0.5;0.66758;3.42;287.35;62.32
557;0.6;0.33194;3.42;287.35;62.32
557;0.7;0.060187;3.42;287.35;62.32
557;0.8;-0.17035;3.42;287.35;62.32
558;0.05;1.1042;-0.56;357.41;169.93
558;0.1;0.44382;-0.56;357.41;169.93
558;0.2;-0.49934;-0.56;357.41;169.93
558;0.3;-1.2621;-0.56;357.41;169.93
559;0.05;1.3718;1.27;275.35;44.81
559;0.1;0.67953;1.27;275.35;44.81
559;0.2;-0.26962;1.27;275.35;44.81
559;0.3;-0.80618;1.27;275.35;44.81
560;0.2;1.787;3.29;340.85;61.8
560;0.3;0.8809;3.29;340.85;61.8
560;0.4;0.17107;3.29;340.85;61.8
560;0.5;-0.31895;3.29;340.85;61.8
560;0.6;-0.74748;3.29;340.85;61.8
561;0.6;1.1902;5.8;360.83;52.6
561;0.7;0.80749;5.8;360.83;52.6
561;0.8;0.45053;5.8;360.83;52.6
561;0.9;0.094875;5.8;360.83;52.6
562;0.2;2.0583;3.73;501.66;81
562;0.3;0.82119;3.73;501.66;81
562;0.4;-0.037265;3.73;501.66;81
562;0.5;-0.55654;3.73;501.66;81
562;0.6;-0.81115;3.73;501.66;81
563;0.3;1.7645;7.85;434.19;41.05
563;0.4;1.1638;7.85;434.19;41.05
563;0.5;0.72155;7.85;434.19;41.05
563;0.6;0.38577;7.85;434.19;41.05
563;0.7;0.10248;7.85;434.19;41.05
563;0.8;-0.13114;7.85;434.19;41.05
563;0.9;-0.29099;7.85;434.19;41.05
564;0.2;1.6912;3.71;318.33;56.84
564;0.3;0.70033;3.71;318.33;56.84
564;0.4;-0.10652;3.71;318.33;56.84
564;0.5;-0.55654;3.71;318.33;56.84
564;0.6;-0.81115;3.71;318.33;56.84
565;0.1;0.48555;0.89;260.33;41.57
565;0.2;-0.2347;0.89;260.33;41.57
565;0.3;-0.69224;0.89;260.33;41.57
566;0.05;0.47679;-0.64;337.45;237.75
566;0.1;-0.21509;-0.64;337.45;237.75
566;0.2;-1.301;-0.64;337.45;237.75
567;0.3;2.1121;3.08;494;121.98
567;0.4;1.3034;3.08;494;121.98
567;0.5;0.75429;3.08;494;121.98
567;0.6;0.33985;3.08;494;121.98
567;0.7;0.02385;3.08;494;121.98
567;0.8;-0.24885;3.08;494;121.98
568;0.1;2.0811;2.61;277.37;89.85
568;0.2;1.0104;2.61;277.37;89.85
568;0.3;0.22587;2.61;277.37;89.85
568;0.4;-0.29415;2.61;277.37;89.85
568;0.5;-0.62137;2.61;277.37;89.85
569;0.1;1.9584;2.15;303.29;64.43
569;0.2;0.94571;2.15;303.29;64.43
569;0.3;0.33966;2.15;303.29;64.43
569;0.4;-0.038629;2.15;303.29;64.43
570;0.5;1.0329;4.76;384.25;64.63
570;0.6;0.64859;4.76;384.25;64.63
570;0.7;0.34306;4.76;384.25;64.63
570;0.8;0.083281;4.76;384.25;64.63
570;0.9;-0.16021;4.76;384.25;64.63
571;0.2;1.7631;4.87;395.46;71.76
571;0.3;0.7815;4.87;395.46;71.76
571;0.4;0.11323;4.87;395.46;71.76
571;0.5;-0.2605;4.87;395.46;71.76
571;0.6;-0.46776;4.87;395.46;71.76
572;0.3;2.0363;5.63;520.94;49.33
572;0.4;1.27;5.63;520.94;49.33
572;0.5;0.75905;5.63;520.94;49.33
572;0.6;0.38179;5.63;520.94;49.33
573;0.1;-0.42941;-2.18;166.24;20.23
573;0.2;-1.5607;-2.18;166.24;20.23
574;0.2;1.4548;3.62;270.37;37.3
574;0.3;0.76851;3.62;270.37;37.3
574;0.4;0.28154;3.62;270.37;37.3
574;0.5;-0.042101;3.62;270.37;37.3
575;0.6;1.937;7.01;358.54;62.6
575;0.7;1.5048;7.01;358.54;62.6
575;0.8;1.1271;7.01;358.54;62.6
575;0.9;0.75543;7.01;358.54;62.6
576;0.3;1.4658;5.5;475.57;35.58
576;0.4;0.52172;5.5;475.57;35.58
576;0.5;-0.1426;5.5;475.57;35.58
576;0.6;-0.50021;5.5;475.57;35.58
576;0.7;-0.97596;5.5;475.57;35.58
577;0.2;1.4548;3.11;270.24;86.99
577;0.3;0.76851;3.11;270.24;86.99
577;0.4;0.28154;3.11;270.24;86.99
577;0.5;-0.042101;3.11;270.24;86.99
578;0.05;1.9619;2.72;226.23;54.98
578;0.1;1.328;2.72;226.23;54.98
578;0.2;0.55241;2.72;226.23;54.98
578;0.3;0.097593;2.72;226.23;54.98
578;0.4;-0.17726;2.72;226.23;54.98
578;0.5;-0.37742;2.72;226.23;54.98
578;0.6;-0.54584;2.72;226.23;54.98
578;0.7;-0.65233;2.72;226.23;54.98
578;0.8;-0.69548;2.72;226.23;54.98
578;0.9;-0.70239;2.72;226.23;54.98
579;0.05;1.3639;2.17;179.22;50.19
579;0.1;0.90811;2.17;179.22;50.19
579;0.2;0.28604;2.17;179.22;50.19
579;0.3;-0.12608;2.17;179.22;50.19
579;0.4;-0.54233;2.17;179.22;50.19
580;0.3;1.7372;5.59;404.49;6.48
580;0.4;0.76675;5.59;404.49;6.48
580;0.5;0.055797;5.59;404.49;6.48
580;0.6;-0.43669;5.59;404.49;6.48
580;0.7;-0.87418;5.59;404.49;6.48
581;0.2;2.058;3.67;434.52;52.01
581;0.3;1.0998;3.67;434.52;52.01
581;0.4;0.25888;3.67;434.52;52.01
581;0.5;-0.31527;3.67;434.52;52.01
581;0.6;-0.81115;3.67;434.52;52.01
582;0.2;0.97979;4.98;246.31;28.68
582;0.3;0.13923;4.98;246.31;28.68
582;0.4;-0.51863;4.98;246.31;28.68
582;0.5;-0.8893;4.98;246.31;28.68
583;0.05;1.0828;0.25;141.17;46.17
583;0.1;0.72551;0.25;141.17;46.17
584;0.05;1.959;2.36;225.25;57.78
584;0.1;1.3302;2.36;225.25;57.78
584;0.2;0.55332;2.36;225.25;57.78
584;0.3;0.094853;2.36;225.25;57.78
584;0.4;-0.19331;2.36;225.25;57.78
584;0.5;-0.38585;2.36;225.25;57.78
584;0.6;-0.42715;2.36;225.25;57.78
585;0.5;2.1267;1.29;330.74;134
585;0.6;1.5288;1.29;330.74;134
585;0.7;1.145;1.29;330.74;134
585;0.8;0.81667;1.29;330.74;134
586;0.2;0.97979;-0.72;246.19;99.1
586;0.3;0.13923;-0.72;246.19;99.1
586;0.4;-0.51863;-0.72;246.19;99.1
586;0.5;-0.8893;-0.72;246.19;99.1
587;0.05;2.0093;1.1;260.25;82.44
587;0.1;1.3418;1.1;260.25;82.44
587;0.2;0.49459;1.1;260.25;82.44
587;0.4;-0.29068;1.1;260.25;82.44
587;0.5;-0.58827;1.1;260.25;82.44
588;0.05;-0.47612;-1.61;255.23;134.99
588;0.1;-1.1751;-1.61;255.23;134.99
588;0.2;-1.9978;-1.61;255.23;134.99
589;0.05;0.80127;1.08;171.24;63.32
589;0.1;0.31026;1.08;171.24;63.32
589;0.2;-0.48594;1.08;171.24;63.32
589;0.3;-1.136;1.08;171.24;63.32
590;0.2;1.4189;3.76;375.86;40.54
590;0.3;0.5257;3.76;375.86;40.54
590;0.4;-0.16749;3.76;375.86;40.54
590;0.5;-0.57139;3.76;375.86;40.54
591;0.05;1.6588;-2.3;332.46;46.53
591;0.1;1.0348;-2.3;332.46;46.53
591;0.2;0.11361;-2.3;332.46;46.53
591;0.3;-0.48978;-2.3;332.46;46.53
591;0.4;-0.75449;-2.3;332.46;46.53
592;0.05;1.0454;1.3;275.34;49.77
592;0.1;0.50457;1.3;275.34;49.77
592;0.2;-0.32113;1.3;275.34;49.77
592;0.3;-0.84284;1.3;275.34;49.77
593;0.05;0.040849;1;160.18;63.83
593;0.1;-0.49836;1;160.18;63.83
593;0.2;-1.4859;1;160.18;63.83
594;0.2;1.2843;1.76;362.46;94.83
594;0.3;0.51441;1.76;362.46;94.83
594;0.4;0.036629;1.76;362.46;94.83
594;0.5;-0.23257;1.76;362.46;94.83
594;0.6;-0.41;1.76;362.46;94.83
595;0.3;1.5964;2.44;230.31;34.37
595;0.4;1.1075;2.44;230.31;34.37
595;0.5;0.75767;2.44;230.31;34.37
595;0.6;0.48342;2.44;230.31;34.37
595;0.7;0.25828;2.44;230.31;34.37
595;0.8;0.057992;2.44;230.31;34.37
596;0.2;1.8039;1.44;497.49;176.61
596;0.3;0.63926;1.44;497.49;176.61
596;0.4;-0.25806;1.44;497.49;176.61
596;0.5;-0.62751;1.44;497.49;176.61
597;0.05;1.6029;3.06;182.22;28.68
597;0.1;0.9607;3.06;182.22;28.68
597;0.2;0.06084;3.06;182.22;28.68
597;0.3;-0.57036;3.06;182.22;28.68
597;0.4;-1.0934;3.06;182.22;28.68
598;0.05;2.0661;2.46;383.39;66.46
598;0.1;1.343;2.46;383.39;66.46
598;0.2;0.384;2.46;383.39;66.46
